instant,dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,temperatura,sensacionTermica,humedad,velViento
1420,2011-03-04,1,3,10,0,5,1,1,10,56,66,10.0,11.0,60.0,17.0
1421,2011-03-04,1,3,11,0,5,1,1,16,73,89,11.0,14.0,52.0,15.0
1422,2011-03-04,1,3,12,0,5,1,1,10,87,97,13.0,15.0,43.0,11.0
1423,2011-03-04,1,3,13,0,5,1,1,13,74,87,14.0,16.0,42.0,15.0
1424,2011-03-04,1,3,14,0,5,1,1,30,65,95,15.0,17.0,40.0,19.0
1425,2011-03-04,1,3,15,0,5,1,1,31,75,106,15.0,17.0,40.0,20.0
1426,2011-03-04,1,3,16,0,5,1,1,17,101,118,15.0,17.0,46.0,13.0
1427,2011-03-04,1,3,17,0,5,1,2,22,206,228,15.0,17.0,50.0,17.0
1428,2011-03-04,1,3,18,0,5,1,2,15,172,187,14.0,15.0,53.0,20.0
1429,2011-03-04,1,3,19,0,5,1,1,5,102,107,13.0,15.0,61.0,17.0
1430,2011-03-04,1,3,20,0,5,1,2,9,78,87,12.0,14.0,70.0,13.0
1431,2011-03-04,1,3,21,0,5,1,2,6,64,70,12.0,14.0,70.0,15.0
1432,2011-03-04,1,3,22,0,5,1,1,4,40,44,12.0,14.0,70.0,13.0
1433,2011-03-04,1,3,23,0,5,1,2,6,40,46,12.0,15.0,75.0,11.0
1434,2011-03-05,1,3,0,0,6,0,2,4,15,19,11.0,14.0,81.0,7.0
1435,2011-03-05,1,3,1,0,6,0,2,5,20,25,12.0,16.0,81.0,7.0
1436,2011-03-05,1,3,2,0,6,0,2,5,15,20,12.0,14.0,87.0,13.0
1437,2011-03-05,1,3,3,0,6,0,2,0,2,2,12.0,14.0,87.0,13.0
1438,2011-03-05,1,3,4,0,6,0,2,0,1,1,12.0,15.0,93.0,11.0
1439,2011-03-05,1,3,5,0,6,0,2,0,3,3,12.0,15.0,100.0,9.0
1440,2011-03-05,1,3,6,0,6,0,2,1,3,4,12.0,14.0,100.0,15.0
1441,2011-03-05,1,3,7,0,6,0,2,5,10,15,12.0,14.0,100.0,20.0
1442,2011-03-05,1,3,8,0,6,0,2,11,34,45,12.0,14.0,100.0,20.0
1443,2011-03-05,1,3,9,0,6,0,2,15,48,63,13.0,15.0,93.0,15.0
1444,2011-03-05,1,3,10,0,6,0,2,34,69,103,14.0,17.0,93.0,13.0
1445,2011-03-05,1,3,11,0,6,0,2,43,116,159,16.0,20.0,76.0,15.0
1446,2011-03-05,1,3,12,0,6,0,2,46,121,167,18.0,22.0,67.0,17.0
1447,2011-03-05,1,3,13,0,6,0,2,60,130,190,19.0,23.0,67.0,19.0
1448,2011-03-05,1,3,14,0,6,0,2,80,118,198,20.0,23.0,59.0,19.0
1449,2011-03-05,1,3,15,0,6,0,2,83,122,205,19.0,23.0,63.0,20.0
1450,2011-03-05,1,3,16,0,6,0,2,74,130,204,20.0,23.0,59.0,20.0
1451,2011-03-05,1,3,17,0,6,0,2,60,104,164,20.0,23.0,59.0,24.0
1452,2011-03-05,1,3,18,0,6,0,2,37,115,152,20.0,23.0,59.0,22.0
1453,2011-03-05,1,3,19,0,6,0,2,27,62,89,19.0,23.0,67.0,22.0
1454,2011-03-05,1,3,20,0,6,0,2,12,58,70,18.0,22.0,77.0,22.0
1455,2011-03-05,1,3,21,0,6,0,2,12,60,72,18.0,22.0,72.0,22.0
1456,2011-03-05,1,3,22,0,6,0,2,16,47,63,17.0,21.0,77.0,20.0
1457,2011-03-05,1,3,23,0,6,0,2,10,34,44,18.0,22.0,77.0,20.0
1458,2011-03-06,1,3,0,0,0,0,2,11,41,52,17.0,21.0,77.0,24.0
1459,2011-03-06,1,3,1,0,0,0,2,12,27,39,17.0,21.0,77.0,19.0
1460,2011-03-06,1,3,2,0,0,0,2,5,27,32,16.0,20.0,82.0,19.0
1461,2011-03-06,1,3,3,0,0,0,2,2,9,11,17.0,21.0,82.0,20.0
1462,2011-03-06,1,3,4,0,0,0,2,0,3,3,17.0,21.0,88.0,24.0
1463,2011-03-06,1,3,6,0,0,0,2,1,1,2,17.0,21.0,94.0,24.0
1464,2011-03-06,1,3,7,0,0,0,3,0,5,5,17.0,21.0,100.0,30.0
1465,2011-03-06,1,3,8,0,0,0,2,1,8,9,16.0,20.0,100.0,20.0
1466,2011-03-06,1,3,9,0,0,0,2,4,18,22,17.0,21.0,100.0,19.0
1467,2011-03-06,1,3,10,0,0,0,2,4,27,31,17.0,21.0,100.0,20.0
1468,2011-03-06,1,3,11,0,0,0,2,18,44,62,17.0,21.0,100.0,15.0
1469,2011-03-06,1,3,12,0,0,0,2,10,69,79,19.0,23.0,94.0,22.0
1470,2011-03-06,1,3,13,0,0,0,2,22,83,105,19.0,23.0,94.0,24.0
1471,2011-03-06,1,3,14,0,0,0,3,12,27,39,18.0,22.0,100.0,15.0
1472,2011-03-06,1,3,15,0,0,0,3,3,4,7,18.0,22.0,100.0,15.0
1473,2011-03-06,1,3,16,0,0,0,3,3,8,11,15.0,17.0,100.0,19.0
1474,2011-03-06,1,3,17,0,0,0,3,2,23,25,14.0,15.0,100.0,20.0
1475,2011-03-06,1,3,18,0,0,0,3,0,23,23,13.0,14.0,100.0,24.0
1476,2011-03-06,1,3,19,0,0,0,3,0,11,11,12.0,13.0,100.0,33.0
1477,2011-03-06,1,3,20,0,0,0,3,3,8,11,11.0,12.0,100.0,28.0
1478,2011-03-06,1,3,21,0,0,0,3,1,6,7,10.0,9.0,93.0,41.0
1479,2011-03-06,1,3,22,0,0,0,2,0,10,10,9.0,10.0,100.0,26.0
1480,2011-03-06,1,3,23,0,0,0,2,0,9,9,9.0,10.0,100.0,28.0
1481,2011-03-07,1,3,0,0,1,1,3,0,4,4,8.0,9.0,100.0,22.0
1482,2011-03-07,1,3,1,0,1,1,3,0,2,2,8.0,9.0,100.0,22.0
1483,2011-03-07,1,3,3,0,1,1,1,0,1,1,8.0,8.0,80.0,39.0
1484,2011-03-07,1,3,4,0,1,1,1,1,0,1,8.0,8.0,80.0,35.0
1485,2011-03-07,1,3,5,0,1,1,1,0,1,1,8.0,9.0,75.0,24.0
1486,2011-03-07,1,3,6,0,1,1,1,3,31,34,8.0,9.0,75.0,26.0
1487,2011-03-07,1,3,7,0,1,1,1,3,88,91,8.0,8.0,75.0,28.0
1488,2011-03-07,1,3,8,0,1,1,1,11,200,211,8.0,9.0,75.0,26.0
1489,2011-03-07,1,3,9,0,1,1,1,5,129,134,9.0,9.0,64.0,31.0
1490,2011-03-07,1,3,10,0,1,1,1,15,43,58,10.0,11.0,60.0,20.0
1491,2011-03-07,1,3,11,0,1,1,1,19,41,60,11.0,11.0,48.0,30.0
1492,2011-03-07,1,3,12,0,1,1,1,28,68,96,12.0,14.0,42.0,28.0
1493,2011-03-07,1,3,13,0,1,1,1,16,54,70,13.0,14.0,36.0,26.0
1494,2011-03-07,1,3,14,0,1,1,1,21,56,77,13.0,14.0,36.0,28.0
1495,2011-03-07,1,3,15,0,1,1,1,32,64,96,14.0,15.0,31.0,26.0
1496,2011-03-07,1,3,16,0,1,1,1,26,96,122,14.0,15.0,31.0,24.0
1497,2011-03-07,1,3,17,0,1,1,1,27,206,233,14.0,15.0,29.0,24.0
1498,2011-03-07,1,3,18,0,1,1,1,19,214,233,13.0,15.0,31.0,15.0
1499,2011-03-07,1,3,19,0,1,1,1,11,134,145,12.0,14.0,33.0,15.0
1500,2011-03-07,1,3,20,0,1,1,1,5,87,92,12.0,15.0,33.0,11.0
1501,2011-03-07,1,3,21,0,1,1,1,1,53,54,11.0,14.0,38.0,15.0
1502,2011-03-07,1,3,22,0,1,1,1,1,34,35,11.0,13.0,48.0,11.0
1503,2011-03-07,1,3,23,0,1,1,1,0,22,22,11.0,16.0,48.0,0.0
1504,2011-03-08,1,3,0,0,2,1,1,1,9,10,11.0,14.0,48.0,6.0
1505,2011-03-08,1,3,1,0,2,1,1,0,4,4,10.0,12.0,52.0,9.0
1506,2011-03-08,1,3,2,0,2,1,1,1,0,1,10.0,12.0,52.0,9.0
1507,2011-03-08,1,3,3,0,2,1,1,5,2,7,10.0,13.0,52.0,6.0
1508,2011-03-08,1,3,4,0,2,1,1,0,2,2,9.0,14.0,64.0,0.0
1509,2011-03-08,1,3,5,0,2,1,1,2,8,10,8.0,11.0,69.0,7.0
1510,2011-03-08,1,3,6,0,2,1,1,3,42,45,8.0,13.0,59.0,0.0
1511,2011-03-08,1,3,7,0,2,1,1,9,119,128,7.0,10.0,64.0,9.0
1512,2011-03-08,1,3,8,0,2,1,1,10,247,257,9.0,11.0,55.0,13.0
1513,2011-03-08,1,3,9,0,2,1,1,11,140,151,11.0,13.0,41.0,11.0
1514,2011-03-08,1,3,10,0,2,1,2,25,46,71,12.0,14.0,33.0,13.0
1515,2011-03-08,1,3,11,0,2,1,2,26,52,78,15.0,17.0,25.0,11.0
1516,2011-03-08,1,3,12,0,2,1,2,29,70,99,15.0,19.0,23.0,0.0
1517,2011-03-08,1,3,13,0,2,1,2,25,73,98,16.0,20.0,25.0,7.0
1518,2011-03-08,1,3,14,0,2,1,2,16,56,72,16.0,20.0,20.0,0.0
1519,2011-03-08,1,3,15,0,2,1,2,35,77,112,15.0,19.0,18.0,0.0
1520,2011-03-08,1,3,16,0,2,1,1,26,82,108,16.0,20.0,27.0,11.0
1521,2011-03-08,1,3,17,0,2,1,1,39,209,248,15.0,17.0,27.0,15.0
1522,2011-03-08,1,3,18,0,2,1,1,21,214,235,14.0,17.0,27.0,13.0
1523,2011-03-08,1,3,19,0,2,1,1,9,141,150,14.0,17.0,31.0,7.0
1524,2011-03-08,1,3,20,0,2,1,1,2,74,76,13.0,17.0,39.0,6.0
1525,2011-03-08,1,3,21,0,2,1,1,7,68,75,12.0,14.0,49.0,13.0
1526,2011-03-08,1,3,22,0,2,1,1,11,44,55,12.0,14.0,49.0,15.0
1527,2011-03-08,1,3,23,0,2,1,1,3,38,41,11.0,14.0,61.0,13.0
1528,2011-03-09,1,3,0,0,3,1,1,0,9,9,11.0,14.0,65.0,6.0
1529,2011-03-09,1,3,1,0,3,1,1,0,4,4,11.0,14.0,52.0,9.0
1530,2011-03-09,1,3,2,0,3,1,1,1,1,2,11.0,14.0,52.0,9.0
1531,2011-03-09,1,3,3,0,3,1,1,1,2,3,10.0,13.0,70.0,6.0
1532,2011-03-09,1,3,4,0,3,1,1,0,2,2,10.0,13.0,75.0,7.0
1533,2011-03-09,1,3,5,0,3,1,2,1,7,8,10.0,12.0,81.0,9.0
1534,2011-03-09,1,3,6,0,3,1,2,5,44,49,10.0,13.0,85.0,7.0
1535,2011-03-09,1,3,7,0,3,1,2,18,123,141,10.0,12.0,87.0,11.0
1536,2011-03-09,1,3,8,0,3,1,2,11,238,249,10.0,12.0,87.0,9.0
1537,2011-03-09,1,3,9,0,3,1,2,5,136,141,11.0,12.0,87.0,17.0
1538,2011-03-09,1,3,10,0,3,1,2,8,49,57,12.0,14.0,75.0,17.0
1539,2011-03-09,1,3,11,0,3,1,2,15,44,59,13.0,14.0,76.0,26.0
1540,2011-03-09,1,3,12,0,3,1,2,14,84,98,13.0,15.0,76.0,17.0
1541,2011-03-09,1,3,13,0,3,1,2,17,82,99,13.0,14.0,76.0,24.0
1542,2011-03-09,1,3,14,0,3,1,2,10,61,71,14.0,15.0,76.0,20.0
1543,2011-03-09,1,3,15,0,3,1,2,15,64,79,15.0,17.0,71.0,20.0
1544,2011-03-09,1,3,16,0,3,1,2,10,102,112,14.0,15.0,76.0,22.0
1545,2011-03-09,1,3,17,0,3,1,2,18,176,194,14.0,15.0,76.0,20.0
1546,2011-03-09,1,3,18,0,3,1,2,12,176,188,14.0,16.0,76.0,17.0
1547,2011-03-09,1,3,19,0,3,1,2,11,123,134,14.0,15.0,76.0,22.0
1548,2011-03-09,1,3,20,0,3,1,2,4,87,91,13.0,16.0,87.0,13.0
1549,2011-03-09,1,3,21,0,3,1,2,10,52,62,13.0,15.0,93.0,22.0
1550,2011-03-09,1,3,22,0,3,1,3,4,17,21,13.0,16.0,93.0,11.0
1551,2011-03-09,1,3,23,0,3,1,3,1,17,18,14.0,17.0,93.0,13.0
1552,2011-03-10,1,3,0,0,4,1,3,3,0,3,14.0,16.0,0.0,17.0
1553,2011-03-10,1,3,1,0,4,1,3,0,2,2,14.0,16.0,0.0,17.0
1554,2011-03-10,1,3,2,0,4,1,3,0,1,1,14.0,16.0,0.0,17.0
1555,2011-03-10,1,3,5,0,4,1,3,1,2,3,15.0,17.0,0.0,13.0
1556,2011-03-10,1,3,6,0,4,1,3,0,12,12,15.0,17.0,0.0,22.0
1557,2011-03-10,1,3,7,0,4,1,3,1,36,37,16.0,20.0,0.0,15.0
1558,2011-03-10,1,3,8,0,4,1,3,1,43,44,16.0,20.0,0.0,19.0
1559,2011-03-10,1,3,9,0,4,1,3,1,23,24,16.0,20.0,0.0,15.0
1560,2011-03-10,1,3,10,0,4,1,3,0,17,17,16.0,20.0,0.0,11.0
1561,2011-03-10,1,3,11,0,4,1,3,6,5,11,16.0,20.0,0.0,17.0
1562,2011-03-10,1,3,12,0,4,1,3,4,30,34,17.0,21.0,0.0,15.0
1563,2011-03-10,1,3,13,0,4,1,3,1,11,12,17.0,21.0,0.0,15.0
1564,2011-03-10,1,3,14,0,4,1,3,0,12,12,18.0,22.0,0.0,20.0
1565,2011-03-10,1,3,15,0,4,1,3,3,11,14,18.0,22.0,0.0,15.0
1566,2011-03-10,1,3,16,0,4,1,3,1,20,21,17.0,21.0,0.0,17.0
1567,2011-03-10,1,3,17,0,4,1,2,2,109,111,18.0,22.0,0.0,26.0
1568,2011-03-10,1,3,18,0,4,1,3,2,80,82,18.0,22.0,0.0,24.0
1569,2011-03-10,1,3,19,0,4,1,3,5,51,56,18.0,22.0,0.0,39.0
1570,2011-03-10,1,3,20,0,4,1,3,9,29,38,15.0,17.0,0.0,22.0
1571,2011-03-10,1,3,21,0,4,1,3,1,27,28,15.0,17.0,0.0,15.0
1572,2011-03-10,1,3,22,0,4,1,2,4,30,34,14.0,17.0,0.0,9.0
1573,2011-03-10,1,3,23,0,4,1,3,1,26,27,14.0,17.0,0.0,6.0
1574,2011-03-11,1,3,0,0,5,1,2,0,6,6,14.0,17.0,100.0,6.0
1575,2011-03-11,1,3,1,0,5,1,3,0,8,8,14.0,17.0,100.0,7.0
1576,2011-03-11,1,3,2,0,5,1,3,2,3,5,14.0,17.0,100.0,7.0
1577,2011-03-11,1,3,3,0,5,1,2,0,2,2,13.0,17.0,93.0,6.0
1578,2011-03-11,1,3,5,0,5,1,1,1,6,7,12.0,14.0,81.0,15.0
1579,2011-03-11,1,3,6,0,5,1,1,1,31,32,11.0,12.0,81.0,19.0
1580,2011-03-11,1,3,7,0,5,1,1,10,104,114,11.0,13.0,70.0,13.0
1581,2011-03-11,1,3,8,0,5,1,1,15,244,259,11.0,14.0,70.0,17.0
1582,2011-03-11,1,3,9,0,5,1,2,13,143,156,12.0,14.0,61.0,19.0
1583,2011-03-11,1,3,10,0,5,1,2,18,60,78,13.0,15.0,57.0,20.0
1584,2011-03-11,1,3,11,0,5,1,2,14,67,81,13.0,15.0,57.0,20.0
1585,2011-03-11,1,3,12,0,5,1,2,15,96,111,14.0,16.0,53.0,17.0
1586,2011-03-11,1,3,13,0,5,1,1,15,92,107,15.0,17.0,53.0,17.0
1587,2011-03-11,1,3,14,0,5,1,2,25,64,89,15.0,17.0,50.0,24.0
1588,2011-03-11,1,3,15,0,5,1,2,21,64,85,14.0,16.0,53.0,17.0
1589,2011-03-11,1,3,16,0,5,1,2,18,95,113,14.0,15.0,49.0,20.0
1590,2011-03-11,1,3,17,0,5,1,1,23,200,223,14.0,16.0,49.0,15.0
1591,2011-03-11,1,3,18,0,5,1,1,19,134,153,13.0,15.0,49.0,22.0
1592,2011-03-11,1,3,19,0,5,1,1,7,111,118,12.0,14.0,56.0,22.0
1593,2011-03-11,1,3,20,0,5,1,1,6,70,76,12.0,15.0,56.0,11.0
1594,2011-03-11,1,3,21,0,5,1,2,10,43,53,12.0,14.0,52.0,17.0
1595,2011-03-11,1,3,22,0,5,1,1,11,53,64,12.0,15.0,52.0,11.0
1596,2011-03-11,1,3,23,0,5,1,1,3,34,37,12.0,14.0,52.0,17.0
1597,2011-03-12,1,3,0,0,6,0,1,4,30,34,11.0,14.0,60.0,9.0
1598,2011-03-12,1,3,1,0,6,0,1,3,15,18,10.0,11.0,65.0,13.0
1599,2011-03-12,1,3,2,0,6,0,1,0,14,14,10.0,11.0,65.0,13.0
1600,2011-03-12,1,3,3,0,6,0,1,1,6,7,10.0,11.0,65.0,17.0
1601,2011-03-12,1,3,4,0,6,0,1,0,1,1,10.0,11.0,65.0,17.0
1602,2011-03-12,1,3,5,0,6,0,1,0,2,2,9.0,11.0,69.0,13.0
1603,2011-03-12,1,3,6,0,6,0,1,2,2,4,9.0,11.0,75.0,17.0
1604,2011-03-12,1,3,7,0,6,0,1,4,19,23,10.0,11.0,70.0,13.0
1605,2011-03-12,1,3,8,0,6,0,1,9,44,53,11.0,13.0,65.0,11.0
1606,2011-03-12,1,3,9,0,6,0,1,25,76,101,11.0,14.0,65.0,7.0
1607,2011-03-12,1,3,10,0,6,0,1,21,78,99,13.0,15.0,66.0,15.0
1608,2011-03-12,1,3,11,0,6,0,1,36,83,119,14.0,15.0,49.0,22.0
1609,2011-03-12,1,3,12,0,6,0,1,51,107,158,14.0,16.0,53.0,19.0
1610,2011-03-12,1,3,13,0,6,0,1,62,95,157,15.0,17.0,51.0,24.0
1611,2011-03-12,1,3,14,0,6,0,1,70,96,166,16.0,20.0,50.0,30.0
1612,2011-03-12,1,3,15,0,6,0,1,81,101,182,17.0,21.0,44.0,33.0
1613,2011-03-12,1,3,16,0,6,0,1,100,144,244,19.0,23.0,41.0,30.0
1614,2011-03-12,1,3,17,0,6,0,1,99,114,213,19.0,23.0,44.0,22.0
1615,2011-03-12,1,3,18,0,6,0,1,54,91,145,17.0,21.0,54.0,11.0
1616,2011-03-12,1,3,19,0,6,0,1,26,86,112,17.0,21.0,54.0,6.0
1617,2011-03-12,1,3,20,0,6,0,1,22,64,86,16.0,20.0,58.0,7.0
1618,2011-03-12,1,3,21,0,6,0,1,36,46,82,16.0,20.0,62.0,0.0
1619,2011-03-12,1,3,22,0,6,0,1,7,56,63,15.0,19.0,71.0,0.0
1620,2011-03-12,1,3,23,0,6,0,1,11,38,49,16.0,20.0,66.0,6.0
1621,2011-03-13,1,3,0,0,0,0,1,3,35,38,16.0,20.0,62.0,7.0
1622,2011-03-13,1,3,1,0,0,0,1,10,23,33,15.0,17.0,66.0,9.0
1623,2011-03-13,1,3,3,0,0,0,1,6,17,23,14.0,17.0,76.0,9.0
1624,2011-03-13,1,3,4,0,0,0,1,4,9,13,14.0,17.0,66.0,11.0
1625,2011-03-13,1,3,5,0,0,0,1,0,3,3,15.0,17.0,62.0,9.0
1626,2011-03-13,1,3,6,0,0,0,1,0,2,2,14.0,18.0,66.0,0.0
1627,2011-03-13,1,3,7,0,0,0,1,2,8,10,15.0,17.0,62.0,13.0
1628,2011-03-13,1,3,8,0,0,0,1,11,23,34,16.0,20.0,50.0,20.0
1629,2011-03-13,1,3,9,0,0,0,1,8,36,44,16.0,20.0,50.0,28.0
1630,2011-03-13,1,3,10,0,0,0,1,36,86,122,17.0,21.0,47.0,17.0
1631,2011-03-13,1,3,11,0,0,0,1,88,93,181,18.0,22.0,41.0,28.0
1632,2011-03-13,1,3,12,0,0,0,1,74,120,194,19.0,23.0,38.0,26.0
1633,2011-03-13,1,3,13,0,0,0,1,97,124,221,19.0,23.0,38.0,26.0
1634,2011-03-13,1,3,14,0,0,0,1,144,106,250,19.0,23.0,41.0,20.0
1635,2011-03-13,1,3,15,0,0,0,1,149,155,304,20.0,23.0,39.0,22.0
1636,2011-03-13,1,3,16,0,0,0,1,124,132,256,19.0,23.0,41.0,26.0
1637,2011-03-13,1,3,17,0,0,0,1,98,143,241,18.0,22.0,41.0,24.0
1638,2011-03-13,1,3,18,0,0,0,1,55,92,147,16.0,20.0,43.0,24.0
1639,2011-03-13,1,3,19,0,0,0,1,28,73,101,15.0,17.0,50.0,24.0
1640,2011-03-13,1,3,20,0,0,0,1,23,54,77,13.0,15.0,57.0,20.0
1641,2011-03-13,1,3,21,0,0,0,1,9,49,58,12.0,14.0,56.0,17.0
1642,2011-03-13,1,3,22,0,0,0,1,8,29,37,12.0,14.0,56.0,22.0
1643,2011-03-13,1,3,23,0,0,0,1,5,23,28,11.0,13.0,65.0,15.0
1644,2011-03-14,1,3,0,0,1,1,1,4,7,11,11.0,14.0,65.0,7.0
1645,2011-03-14,1,3,1,0,1,1,1,0,1,1,11.0,14.0,65.0,6.0
1646,2011-03-14,1,3,2,0,1,1,1,0,1,1,11.0,14.0,65.0,6.0
1647,2011-03-14,1,3,3,0,1,1,1,0,3,3,11.0,14.0,65.0,9.0
1648,2011-03-14,1,3,5,0,1,1,1,0,8,8,10.0,12.0,70.0,9.0
1649,2011-03-14,1,3,6,0,1,1,1,1,27,28,11.0,14.0,65.0,9.0
1650,2011-03-14,1,3,7,0,1,1,2,4,84,88,11.0,16.0,61.0,0.0
1651,2011-03-14,1,3,8,0,1,1,2,24,217,241,12.0,15.0,56.0,9.0
1652,2011-03-14,1,3,9,0,1,1,1,13,127,140,13.0,15.0,53.0,22.0
1653,2011-03-14,1,3,10,0,1,1,1,27,57,84,14.0,16.0,42.0,17.0
1654,2011-03-14,1,3,11,0,1,1,1,26,45,71,15.0,17.0,40.0,17.0
1655,2011-03-14,1,3,12,0,1,1,1,40,54,94,16.0,20.0,37.0,0.0
1656,2011-03-14,1,3,13,0,1,1,1,24,51,75,16.0,20.0,36.0,22.0
1657,2011-03-14,1,3,14,0,1,1,2,27,52,79,16.0,20.0,34.0,0.0
1658,2011-03-14,1,3,15,0,1,1,1,24,77,101,16.0,20.0,37.0,11.0
1659,2011-03-14,1,3,16,0,1,1,1,27,80,107,16.0,20.0,35.0,7.0
1660,2011-03-14,1,3,17,0,1,1,1,42,229,271,16.0,20.0,40.0,13.0
1661,2011-03-14,1,3,18,0,1,1,1,25,210,235,15.0,18.0,40.0,7.0
1662,2011-03-14,1,3,19,0,1,1,1,17,133,150,15.0,17.0,43.0,9.0
1663,2011-03-14,1,3,20,0,1,1,1,23,106,129,14.0,16.0,46.0,15.0
1664,2011-03-14,1,3,21,0,1,1,1,5,58,63,14.0,17.0,46.0,9.0
1665,2011-03-14,1,3,22,0,1,1,1,4,43,47,13.0,17.0,49.0,7.0
1666,2011-03-14,1,3,23,0,1,1,1,2,17,19,13.0,17.0,53.0,0.0
1667,2011-03-15,1,3,0,0,2,1,1,7,7,14,13.0,17.0,53.0,0.0
1668,2011-03-15,1,3,1,0,2,1,1,4,6,10,12.0,15.0,62.0,6.0
1669,2011-03-15,1,3,2,0,2,1,1,1,2,3,12.0,15.0,62.0,6.0
1670,2011-03-15,1,3,4,0,2,1,1,1,1,2,10.0,13.0,75.0,6.0
1671,2011-03-15,1,3,5,0,2,1,1,0,11,11,10.0,11.0,75.0,13.0
1672,2011-03-15,1,3,6,0,2,1,1,3,32,35,9.0,11.0,80.0,13.0
1673,2011-03-15,1,3,7,0,2,1,1,10,109,119,10.0,12.0,75.0,11.0
1674,2011-03-15,1,3,8,0,2,1,1,23,259,282,11.0,14.0,70.0,6.0
1675,2011-03-15,1,3,9,0,2,1,2,10,147,157,12.0,17.0,70.0,0.0
1676,2011-03-15,1,3,10,0,2,1,2,22,56,78,13.0,16.0,66.0,13.0
1677,2011-03-15,1,3,11,0,2,1,2,27,51,78,14.0,16.0,57.0,15.0
1678,2011-03-15,1,3,12,0,2,1,2,32,70,102,15.0,17.0,50.0,15.0
1679,2011-03-15,1,3,13,0,2,1,2,23,74,97,15.0,17.0,57.0,19.0
1680,2011-03-15,1,3,14,0,2,1,2,14,74,88,16.0,20.0,46.0,20.0
1681,2011-03-15,1,3,15,0,2,1,2,24,66,90,16.0,20.0,43.0,19.0
1682,2011-03-15,1,3,16,0,2,1,2,21,93,114,16.0,20.0,46.0,22.0
1683,2011-03-15,1,3,17,0,2,1,2,22,195,217,15.0,17.0,62.0,13.0
1684,2011-03-15,1,3,18,0,2,1,2,18,207,225,15.0,17.0,62.0,20.0
1685,2011-03-15,1,3,19,0,2,1,2,14,138,152,14.0,16.0,71.0,19.0
1686,2011-03-15,1,3,20,0,2,1,2,9,79,88,14.0,16.0,71.0,19.0
1687,2011-03-15,1,3,21,0,2,1,3,2,53,55,13.0,17.0,81.0,7.0
1688,2011-03-15,1,3,22,0,2,1,2,1,20,21,13.0,16.0,87.0,11.0
1689,2011-03-15,1,3,23,0,2,1,2,1,17,18,13.0,16.0,87.0,11.0
1690,2011-03-16,1,3,0,0,3,1,3,0,8,8,12.0,14.0,93.0,17.0
1691,2011-03-16,1,3,1,0,3,1,3,1,2,3,12.0,14.0,100.0,20.0
1692,2011-03-16,1,3,3,0,3,1,2,1,2,3,11.0,14.0,100.0,15.0
1693,2011-03-16,1,3,4,0,3,1,2,0,1,1,12.0,15.0,93.0,11.0
1694,2011-03-16,1,3,5,0,3,1,2,0,3,3,12.0,16.0,93.0,7.0
1695,2011-03-16,1,3,6,0,3,1,2,1,30,31,12.0,16.0,93.0,7.0
1696,2011-03-16,1,3,7,0,3,1,2,10,101,111,12.0,14.0,93.0,13.0
1697,2011-03-16,1,3,8,0,3,1,2,26,227,253,13.0,16.0,93.0,0.0
1698,2011-03-16,1,3,9,0,3,1,2,10,144,154,13.0,17.0,93.0,9.0
1699,2011-03-16,1,3,10,0,3,1,2,19,49,68,15.0,17.0,81.0,11.0
1700,2011-03-16,1,3,11,0,3,1,2,13,62,75,15.0,17.0,81.0,9.0
1701,2011-03-16,1,3,12,0,3,1,2,23,65,88,16.0,20.0,71.0,7.0
1702,2011-03-16,1,3,13,0,3,1,2,18,81,99,16.0,20.0,76.0,9.0
1703,2011-03-16,1,3,14,0,3,1,2,33,67,100,16.0,20.0,76.0,15.0
1704,2011-03-16,1,3,15,0,3,1,2,22,79,101,16.0,20.0,76.0,17.0
1705,2011-03-16,1,3,16,0,3,1,2,30,121,151,16.0,20.0,76.0,11.0
1706,2011-03-16,1,3,17,0,3,1,2,37,216,253,18.0,22.0,54.0,20.0
1707,2011-03-16,1,3,18,0,3,1,2,26,211,237,18.0,22.0,54.0,15.0
1708,2011-03-16,1,3,19,0,3,1,2,18,150,168,18.0,22.0,51.0,22.0
1709,2011-03-16,1,3,20,0,3,1,2,10,111,121,17.0,21.0,54.0,20.0
1710,2011-03-16,1,3,21,0,3,1,2,3,75,78,17.0,21.0,58.0,19.0
1711,2011-03-16,1,3,22,0,3,1,2,11,48,59,16.0,20.0,62.0,26.0
1712,2011-03-16,1,3,23,0,3,1,1,9,18,27,16.0,20.0,65.0,13.0
1713,2011-03-17,1,3,0,0,4,1,1,4,19,23,16.0,20.0,66.0,17.0
1714,2011-03-17,1,3,1,0,4,1,1,1,11,12,15.0,17.0,71.0,15.0
1715,2011-03-17,1,3,2,0,4,1,1,3,5,8,14.0,15.0,71.0,20.0
1716,2011-03-17,1,3,3,0,4,1,1,1,1,2,14.0,17.0,66.0,11.0
1717,2011-03-17,1,3,4,0,4,1,1,0,3,3,14.0,17.0,71.0,13.0
1718,2011-03-17,1,3,5,0,4,1,1,0,13,13,13.0,17.0,76.0,7.0
1719,2011-03-17,1,3,6,0,4,1,1,4,47,51,13.0,16.0,76.0,13.0
1720,2011-03-17,1,3,7,0,4,1,1,12,128,140,13.0,17.0,76.0,9.0
1721,2011-03-17,1,3,8,0,4,1,1,17,282,299,15.0,17.0,66.0,9.0
